,Title,Location,Area Per Sqft,Builder,Status,Price in Lakhs
313,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
314,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
315,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
316,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
317,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
318,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
319,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
320,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
321,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
322,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
323,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
324,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
325,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
326,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
327,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
328,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
329,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
330,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
331,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
332,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
333,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
334,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
335,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
336,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
337,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
338,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
339,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
340,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
341,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
342,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
343,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
344,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
345,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
346,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
347,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
348,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
349,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
350,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
351,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
352,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
353,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
354,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
355,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
356,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
357,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
358,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
359,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
360,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
361,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
362,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
363,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
364,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
365,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
366,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
367,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
368,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
369,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
370,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
371,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
372,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
373,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
374,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
375,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
376,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
377,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
378,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
379,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
380,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
381,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
382,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
383,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
384,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
385,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
386,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
387,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
388,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
389,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
390,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
391,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
392,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
393,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
394,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
395,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
396,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
397,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
398,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
399,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
400,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
401,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
402,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
403,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
404,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
405,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
406,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
407,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
408,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
409,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
410,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
411,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
412,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
413,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
414,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
415,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
416,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
417,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
418,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
419,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
420,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
421,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
422,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
423,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
424,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
425,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
426,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
427,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
428,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
429,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
430,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
431,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
432,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
433,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
434,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
435,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
436,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
437,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
438,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
439,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
440,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
441,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
442,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
443,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
444,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
445,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
446,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
447,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
448,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
449,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
450,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
451,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
452,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
453,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
454,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
455,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
456,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
457,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
458,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
459,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
460,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
461,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
462,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
463,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
464,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
465,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
466,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
467,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
468,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
469,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
470,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
471,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
472,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
473,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
474,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
475,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
476,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
477,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
478,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
479,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
480,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
481,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
482,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
483,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
484,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
485,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
486,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
487,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
488,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
489,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
490,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
491,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
492,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
493,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
494,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
495,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
496,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
497,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
498,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
499,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
500,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
501,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
502,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
503,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
504,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
505,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
506,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
507,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
508,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
509,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
510,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
511,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
512,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
513,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
514,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
515,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
516,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
517,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
518,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
519,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
520,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
521,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
522,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
523,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
524,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
525,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
526,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
527,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
528,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
529,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
530,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
531,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
532,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
533,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
534,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
535,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
536,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
537,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
538,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
539,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
540,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
541,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
542,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
